"기준_년분기_코드","행정동_코드","행정동_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20194","11560585","도림동","140","1272","979","122","84","1","247","823","223","247","285","521","112","55","169172356"
"20194","11560605","문래동","91","2172","3980","1298","325","46","","85","909","3290","820","815","1902","90","469339715"
"20194","11560610","양평1동","59","2087","1058","160","","","111","158","939","1583","513","1","","59","252285015"
"20194","11560620","양평2동","172","3233","2994","233","19","","441","1071","614","2148","2096","109","","50","214235690"
"20194","11560630","신길1동","136","1734","524","138","3","","378","915","533","240","243","90","","53","183726278"
"20194","11560650","신길3동","66","1445","1412","20","","","235","233","132","1040","525","378","334","58","272070743"
"20194","11560660","신길4동","88","837","435","261","23","6","17","615","163","367","400","","","86","216225924"
"20194","11560670","신길5동","103","901","462","161","2","","236","611","193","178","52","214","42","56","176002165"
"20194","11560680","신길6동","118","2244","1727","101","61","1","118","454","508","1840","1065","116","33","59","240911060"
"20194","11560690","신길7동","61","1590","1806","208","104","","102","100","90","822","1005","424","1165","66","382749140"
"20194","11560700","대림1동","92","953","927","100","","","191","451","304","704","330","","","55","174422588"
"20194","11560710","대림2동","134","1781","813","82","","","479","1056","495","289","339","18","","53","148139262"
"20194","11560720","대림3동","248","3258","2391","2","344","","976","1010","1188","1777","797","247","","50","148574022"
"20194","11590510","노량진1동","173","3004","3393","1642","5","3","341","760","352","1126","2709","2214","545","66","326348621"
"20194","11590520","노량진2동","131","721","371","10","","","46","151","484","331","65","25","","57","290000205"
"20194","11590530","상도1동","558","5682","5675","1468","141","33","967","3685","1634","1079","1207","1784","2643","60","243415538"
"20194","11590540","상도2동","268","3086","3065","504","394","","503","1277","809","145","1127","1615","1573","60","271120694"
"20194","11590550","상도3동","575","3798","2103","144","11","","528","3437","1453","255","303","80","","58","173697874"
"20194","11590560","상도4동","671","4867","1431","222","47","","657","4069","1369","172","214","86","","54","160928123"
"20194","11590605","흑석동","234","1874","3138","1273","115","32","88","326","513","873","612","725","3295","73","432607188"
"20194","11590620","사당1동","430","3068","1086","131","32","","342","1931","1658","221","25","","140","53","195328555"
"20194","11590630","사당2동","222","2988","2287","2111","64","1","76","570","612","1132","1974","2058","1029","69","317944076"
"20194","11590640","사당3동","309","2290","2722","1158","155","","228","1071","490","495","846","1684","1511","58","239445092"
"20194","11590650","사당4동","314","2078","1092","97","11","1","202","1215","880","302","444","236","","52","194212987"
"20194","11590651","사당5동","162","2007","714","272","1","","128","779","481","989","435","182","","54","199405237"
"20194","11590660","대방동","420","4677","3817","125","435","194","655","1696","1291","1065","2073","1464","1004","59","237787015"
"20194","11590670","신대방1동","145","1445","2653","1021","440","","201","515","271","715","1851","1550","456","63","263360387"
"20194","11590680","신대방2동","200","1963","1336","292","168","123","317","1035","907","231","519","659","214","60","207792322"
"20194","11620525","보라매동","373","2645","1639","32","3","2","531","2397","676","311","406","","","56","153917149"
"20194","11620545","청림동","74","1654","1064","583","","","99","244","97","1641","1184","36","","62","246271528"
"20194","11620565","성현동","309","3339","2949","1560","1","","308","1388","1057","2615","2449","32","","60","204397118"
"20194","11620575","행운동","296","2537","1857","606","5","","517","1482","544","1132","1220","110","","54","165207633"
"20194","11620585","낙성대동","167","1366","882","174","7","1","291","932","610","415","155","25","2","60","183256025"
"20194","11620595","청룡동","298","3106","1243","227","3","","536","2112","713","764","412","42","","57","176213239"
"20194","11620605","은천동","445","4433","2367","1118","24","","885","2243","1032","2149","1495","138","","55","161831984"
"20194","11620615","중앙동","176","1561","465","125","4","2","228","1266","440","104","117","","2","56","167228823"
"20194","11620625","인헌동","579","4140","1504","63","93","","801","3249","851","527","372","","","56","150787336"
"20194","11620630","남현동","324","1876","1825","265","149","15","260","898","1427","960","539","44","2","67","242926920"
"20194","11620645","서원동","407","3205","1091","56","2","4","1481","1906","458","455","54","","4","50","126481050"
"20194","11620655","신원동","216","2019","337","35","2","","879","825","344","321","24","","","46","119830086"
"20194","11620665","서림동","250","2422","741","629","3","","768","1665","430","668","264","","","53","129144968"
"20194","11620685","신사동","227","1909","457","57","4","3","333","1448","549","97","2","1","","53","164226720"
"20194","11620695","신림동","202","2432","263","2","1","","1086","1194","362","54","2","","","38","142244266"
"20194","11620715","난향동","131","1956","1660","695","","","165","901","1064","2181","","","","67","205794303"
"20194","11620725","조원동","195","2653","1062","134","2","","634","1070","1448","663","36","","","49","168942248"
"20194","11620735","대학동","109","1328","1582","42","1","","329","589","1398","601","36","","","57","163988280"
"20194","11620745","삼성동","192","3442","2026","473","12","1","1836","1121","2365","630","2","","","58","169692851"
"20194","11620765","미성동","439","4607","2041","492","266","","743","3074","1794","371","987","437","","54","163026470"
"20194","11620775","난곡동","484","4998","658","84","3","1","1683","3214","724","123","","","","48","128401327"
"20194","11650510","서초1동","251","2492","1591","764","557","430","62","632","1146","755","425","607","2207","79","402844396"
"20194","11650520","서초2동","95","1759","2005","676","722","268","22","660","602","140","148","226","3632","79","542158574"
"20194","11650530","서초3동","475","3077","1453","1370","1181","1460","67","1190","1367","779","777","514","3847","89","470399049"
"20194","11650531","서초4동","102","587","4019","2717","1220","709","8","63","64","72","35","95","8915","105","1055283463"
"20194","11650540","잠원동","179","3165","4851","1338","1351","123","23","458","207","212","54","96","9778","83","773147823"
"20194","11650550","반포본동","101","","1503","1359","728","60","","","","","","","3650","106","2146752288"
"20194","11650560","반포1동","281","3281","2474","770","588","1031","112","1365","570","237","73","52","5735","62","541289955"
"20194","11650570","반포2동","57","1180","2741","1325","1295","774","","","","","","1","7314","116","1810545120"
"20194","11650580","반포3동","52","768","2930","1810","854","37","","","26","60","103","34","6176","100","1238448217"
"20194","11650581","반포4동","365","1109","2624","518","688","958","29","251","395","466","307","315","4134","121","643229652"
"20194","11650590","방배본동","305","1178","915","1021","681","1381","22","343","651","425","169","269","3297","97","574803704"
"20194","11650600","방배1동","370","2523","1255","421","324","292","33","1005","1045","680","292","207","1553","62","349907659"
"20194","11650610","방배2동","456","2121","1928","623","217","83","85","432","706","772","529","441","2007","65","423937687"
"20194","11650620","방배3동","357","1526","1612","1275","992","554","15","237","826","427","483","443","3528","75","427045339"
"20194","11650621","방배4동","563","3369","1661","592","431","964","23","843","1545","872","431","515","2788","81","472130924"
"20194","11650651","양재1동","474","7237","4339","1631","205","276","113","2051","1239","1377","1596","2611","4701","82","449760042"
"20194","11650652","양재2동","504","4066","1431","151","114","24","56","1975","1680","1201","529","210","135","57","270104671"
"20194","11650660","내곡동","98","2547","1217","873","4","11","","67","20","387","715","894","2569","83","680472232"
"20194","11680510","신사동","155","829","761","1296","823","776","8","492","321","144","110","73","3337","77","677096632"
"20194","11680521","논현1동","486","4718","929","399","185","294","107","2309","1963","343","543","277","983","66","353132222"
"20194","11680531","논현2동","399","2610","1992","818","328","326","40","1070","1201","513","419","448","2383","74","452665399"
"20194","11680545","압구정동","181","1137","1392","2191","2186","1264","15","209","198","85","134","186","7343","111","1210630980"
"20194","11680565","청담동","355","2375","2269","2193","1087","1115","22","477","566","508","333","210","6923","106","919279201"
"20194","11680580","삼성1동","206","819","1474","742","603","673","6","213","201","111","154","232","3394","97","808222348"
"20194","11680590","삼성2동","407","4177","3246","1354","604","276","97","1453","1245","346","244","340","5932","65","457688181"
"20194","11680600","대치1동","95","496","2864","1610","1432","100","","8","12","36","14","15","6417","106","1326518505"
"20194","11680610","대치2동","300","1427","6654","2797","452","231","25","318","422","340","198","278","9980","78","667421066"
"20194","11680630","대치4동","423","4320","854","272","211","149","39","2011","1675","771","436","186","688","52","291045172"
"20194","11680640","역삼1동","718","7957","1387","435","273","220","196","4458","2908","1006","606","328","770","53","261197257"
"20194","11680650","역삼2동","361","6164","3245","1014","1041","227","35","1709","1375","659","548","233","7132","64","491823903"
"20194","11680655","도곡1동","172","1414","2660","1533","360","424","76","522","411","155","177","94","4956","94","621073997"
"20194","11680656","도곡2동","130","1701","2470","2396","1911","1619","38","128","298","59","43","64","9467","95","975087113"
"20194","11680660","개포1동","159","5122","520","457","330","437","5","35","37","12","4","","6773","61","1065496504"
"20194","11680670","개포2동","86","1407","2103","7","178","3","3","101","106","56","31","2","3399","68","580926605"
